Order ID,Category,Platform,Quantity Sold,Selling Price,Date of Sale,Delivery Status,Delivery State
AMA-820683,Fashion,Amazon,9,271.70,2023-12-22,Delivered,State-28
AMA-838272,Books,Amazon,5,237.38,2023-12-23,Cancelled,State-17
AMA-905040,Accessories,Amazon,3,909.83,2023-12-24,In Transit,State-9
AMA-166876,Electronics,Amazon,10,223.13,2023-12-25,Delivered,State-2
AMA-500216,Accessories,Amazon,4,906.93,2023-12-26,Cancelled,State-21
AMA-331451,Fashion,Amazon,4,641.04,2023-12-27,In Transit,State-2
AMA-351788,Electronics,Amazon,1,863.32,2023-12-28,Delivered,State-22
AMA-201076,Books,Amazon,5,679.79,2023-12-29,In Transit,State-13
AMA-453504,Accessories,Amazon,6,620.20,2023-12-30,Delivered,State-21
AMA-596415,Electronics,Amazon,8,580.41,2023-12-31,Cancelled,State-13
AMA-199731,Fashion,Amazon,3,398.62,2024-01-01,Delivered,State-21
AMA-142254,Accessories,Amazon,1,448.08,2024-01-02,Delivered,State-9
AMA-941531,Accessories,Amazon,4,852.38,2024-01-03,In Transit,State-29
AMA-698402,Electronics,Amazon,6,463.86,2024-01-04,Delivered,State-3
AMA-601072,Electronics,Amazon,1,773.20,2024-01-05,In Transit,State-10
AMA-448390,Fashion,Amazon,8,147.86,2024-01-06,Delivered,State-25
AMA-767356,Accessories,Amazon,7,493.95,2024-01-07,Cancelled,State-19
AMA-133210,Accessories,Amazon,8,683.66,2024-01-08,In Transit,State-5
AMA-130158,Accessories,Amazon,3,789.28,2024-01-09,Delivered,State-7
AMA-786128,Books,Amazon,4,838.32,2024-01-10,Cancelled,State-2
AMA-788781,Electronics,Amazon,8,308.64,2024-01-11,In Transit,State-22
AMA-754360,Electronics,Amazon,2,887.49,2024-01-12,Cancelled,State-23
AMA-783788,Electronics,Amazon,8,170.35,2024-01-13,Delivered,State-26
AMA-104284,Books,Amazon,9,501.76,2024-01-14,In Transit,State-24
AMA-259121,Accessories,Amazon,1,658.23,2024-01-15,Cancelled,State-27
AMA-538160,Electronics,Amazon,2,396.84,2024-01-16,Delivered,State-4
AMA-237504,Electronics,Amazon,6,141.03,2024-01-17,Cancelled,State-29
AMA-823217,Electronics,Amazon,4,149.12,2024-01-18,Delivered,State-12
AMA-148616,Accessories,Amazon,2,548.41,2024-01-19,Delivered,State-21
AMA-690777,Books,Amazon,3,590.62,2024-01-20,Cancelled,State-15
AMA-692669,Fashion,Amazon,10,868.55,2024-01-21,Delivered,State-23
AMA-755889,Fashion,Amazon,3,662.41,2024-01-22,In Transit,State-14
AMA-542260,Fashion,Amazon,2,385.41,2024-01-23,Cancelled,State-22
AMA-677293,Fashion,Amazon,1,819.77,2024-01-24,Cancelled,State-1
AMA-987370,Accessories,Amazon,8,627.27,2024-01-25,Delivered,State-29
AMA-121956,Accessories,Amazon,7,877.57,2024-01-26,Delivered,State-16
AMA-946875,Books,Amazon,4,290.56,2024-01-27,Delivered,State-27
AMA-233717,Electronics,Amazon,3,849.55,2024-01-28,Delivered,State-22
AMA-592305,Accessories,Amazon,1,284.80,2024-01-29,Delivered,State-16
AMA-655990,Fashion,Amazon,6,862.04,2024-01-30,Delivered,State-5
AMA-237588,Books,Amazon,4,339.41,2024-01-31,In Transit,State-19
AMA-928528,Electronics,Amazon,2,784.98,2024-02-01,In Transit,State-20
AMA-678590,Electronics,Amazon,4,915.73,2024-02-02,In Transit,State-6
AMA-678590,Electronics,Amazon,4,915.73,2024-02-02,Cancelled,State-1
AMA-947828,Fashion,Amazon,2,343.34,2024-02-03,Cancelled,State-28
AMA-710795,Accessories,Amazon,9,230.54,2024-02-04,Cancelled,State-8
AMA-539195,Fashion,Amazon,1,341.01,2024-02-05,In Transit,State-19
AMA-652313,Fashion,Amazon,3,736.17,2024-02-06,Cancelled,State-5
AMA-126119,Fashion,Amazon,5,947.62,2024-02-07,Delivered,State-1
AMA-714161,Electronics,Amazon,5,441.81,2024-02-08,Delivered,State-19
AMA-222474,Books,Amazon,9,863.27,2024-02-09,In Transit,State-28
AMA-904159,Fashion,Amazon,8,820.23,2024-02-10,Cancelled,State-26
AMA-521164,Electronics,Amazon,3,783.87,2024-02-11,In Transit,State-21
AMA-269256,Books,Amazon,4,359.33,2024-02-12,In Transit,State-15
AMA-887396,Fashion,Amazon,2,886.58,2024-02-13,Cancelled,State-10
AMA-717140,Fashion,Amazon,10,909.54,2024-02-14,In Transit,State-25
AMA-939145,Electronics,Amazon,2,392.09,2024-02-15,In Transit,State-1
AMA-336084,Books,Amazon,4,352.21,2024-02-16,Cancelled,State-8
AMA-137734,Accessories,Amazon,8,205.62,2024-02-17,In Transit,State-15
AMA-925897,Accessories,Amazon,1,450.70,2024-02-18,Cancelled,State-6
AMA-525472,Fashion,Amazon,3,356.62,2024-02-19,Cancelled,State-28
AMA-875523,Electronics,Amazon,9,924.94,2024-02-20,Delivered,State-21
AMA-870345,Books,Amazon,5,836.40,2024-02-21,In Transit,State-5
AMA-959736,Electronics,Amazon,3,125.18,2024-02-22,Cancelled,State-28
AMA-424574,Books,Amazon,5,177.90,2024-02-23,Cancelled,State-8
AMA-355071,Fashion,Amazon,8,625.34,2024-02-24,Cancelled,State-7
AMA-857847,Books,Amazon,7,264.49,2024-02-25,Delivered,State-24
AMA-207942,Electronics,Amazon,4,305.09,2024-02-26,Cancelled,State-23
AMA-145077,Books,Amazon,5,992.06,2024-02-27,In Transit,State-14
AMA-862869,Books,Amazon,7,962.48,2024-02-28,Delivered,State-28
AMA-932348,Fashion,Amazon,2,209.68,2024-02-29,Delivered,State-24
AMA-907127,Electronics,Amazon,9,803.32,2024-03-01,Cancelled,State-30
AMA-338401,Books,Amazon,2,807.45,2024-03-02,Cancelled,State-3
AMA-231356,Electronics,Amazon,2,667.26,2024-03-03,Delivered,State-14
AMA-304570,Accessories,Amazon,3,808.62,2024-03-04,In Transit,State-11
AMA-985853,Accessories,Amazon,6,756.97,2024-03-05,In Transit,State-24
AMA-414703,Fashion,Amazon,7,642.23,2024-03-06,In Transit,State-16
AMA-400607,Accessories,Amazon,4,763.64,2024-03-07,In Transit,State-1
AMA-185743,Fashion,Amazon,1,489.61,2024-03-08,In Transit,State-14
AMA-533710,Accessories,Amazon,5,191.21,2024-03-09,In Transit,State-14
AMA-883898,Books,Amazon,6,951.62,2024-03-10,Delivered,State-6
AMA-288271,Accessories,Amazon,8,428.58,2024-03-11,Delivered,State-25
AMA-468798,Books,Amazon,3,953.90,2024-03-12,In Transit,State-1
AMA-993657,Electronics,Amazon,8,842.96,2024-03-13,Delivered,State-29
AMA-732251,Electronics,Amazon,4,670.96,2024-03-14,In Transit,State-4
AMA-304278,Accessories,Amazon,10,721.25,2024-03-15,Cancelled,State-30
AMA-998071,Fashion,Amazon,7,704.78,2024-03-16,Cancelled,State-29
AMA-711923,Fashion,Amazon,1,887.63,2024-03-17,Delivered,State-16
AMA-787930,Books,Amazon,1,580.84,2024-03-18,In Transit,State-8
AMA-162397,Fashion,Amazon,4,605.69,2024-03-19,In Transit,State-1
AMA-490455,Fashion,Amazon,7,396.55,2024-03-20,In Transit,State-19
AMA-846276,Electronics,Amazon,7,942.78,2024-03-21,In Transit,State-21
AMA-815344,Fashion,Amazon,9,564.76,2024-03-22,In Transit,State-22
AMA-152857,Electronics,Amazon,8,106.71,2024-03-23,In Transit,State-22
AMA-106463,Electronics,Amazon,4,839.69,2024-03-24,Cancelled,State-9
AMA-698692,Fashion,Amazon,9,461.45,2024-03-25,In Transit,State-17
AMA-955376,Books,Amazon,5,899.83,2024-03-26,In Transit,State-27
AMA-963406,Electronics,Amazon,6,670.99,2024-03-27,In Transit,State-19
AMA-543285,Electronics,Amazon,10,995.06,2024-03-28,In Transit,State-1
AMA-461620,Electronics,Amazon,10,560.05,2024-03-29,In Transit,State-8
AMA-356803,Electronics,Amazon,4,486.07,2024-03-30,Delivered,State-28
AMA-952827,Books,Amazon,7,398.31,2024-03-31,Delivered,State-21
AMA-479945,Books,Amazon,8,828.91,2024-04-01,In Transit,State-4
AMA-894790,Books,Amazon,10,601.53,2024-04-02,Delivered,State-15
AMA-674939,Electronics,Amazon,9,129.92,2024-04-03,Delivered,State-4
AMA-363657,Accessories,Amazon,10,242.03,2024-04-04,In Transit,State-28
AMA-136978,Accessories,Amazon,8,294.44,2024-04-05,Cancelled,State-10
AMA-908770,Fashion,Amazon,9,525.06,2024-04-06,Cancelled,State-7
AMA-479928,Fashion,Amazon,2,484.62,2024-04-07,In Transit,State-3
AMA-564673,Fashion,Amazon,4,512.10,2024-04-08,In Transit,State-14
AMA-863780,Books,Amazon,7,146.81,2024-04-09,In Transit,State-24
AMA-680252,Fashion,Amazon,1,903.09,2024-04-10,In Transit,State-17
AMA-250384,Books,Amazon,5,608.22,2024-04-11,Delivered,State-24
AMA-699547,Accessories,Amazon,2,631.49,2024-04-12,Delivered,State-8
AMA-699547,Accessories,Amazon,2,631.49,2024-04-12,Cancelled,State-29
AMA-285076,Electronics,Amazon,1,933.84,2024-04-13,Delivered,State-29
AMA-878945,Books,Amazon,4,428.37,2024-04-14,In Transit,State-13
AMA-182765,Books,Amazon,9,868.48,2024-04-15,Delivered,State-22
AMA-711531,Accessories,Amazon,1,807.88,2024-04-16,In Transit,State-18
AMA-642845,Accessories,Amazon,2,579.06,2024-04-17,Delivered,State-2
AMA-176461,Accessories,Amazon,8,534.69,2024-04-18,Delivered,State-24
AMA-909147,Books,Amazon,5,564.53,2024-04-19,Delivered,State-8
AMA-868826,Fashion,Amazon,9,571.43,2024-04-20,Cancelled,State-16
AMA-400575,Accessories,Amazon,6,222.29,2024-04-21,Cancelled,State-9
AMA-453955,Accessories,Amazon,3,881.84,2024-04-22,Delivered,State-21
AMA-398356,Electronics,Amazon,7,952.01,2024-04-23,Cancelled,State-29
AMA-959759,Electronics,Amazon,1,871.06,2024-04-24,In Transit,State-15
AMA-879470,Fashion,Amazon,8,533.54,2024-04-25,In Transit,State-23
AMA-958767,Electronics,Amazon,8,316.16,2024-04-26,Cancelled,State-4
AMA-957217,Fashion,Amazon,7,334.17,2024-04-27,Delivered,State-25
AMA-460388,Books,Amazon,5,170.68,2024-04-28,In Transit,State-4
AMA-321572,Accessories,Amazon,2,283.82,2024-04-29,In Transit,State-10
AMA-669606,Fashion,Amazon,1,801.09,2024-04-30,In Transit,State-15
AMA-767679,Fashion,Amazon,3,746.66,2024-05-01,Delivered,State-3
AMA-922475,Electronics,Amazon,2,187.77,2024-05-02,Cancelled,State-28
AMA-712390,Accessories,Amazon,6,576.67,2024-05-03,Delivered,State-21
AMA-864705,Books,Amazon,2,501.92,2024-05-04,In Transit,State-5
AMA-700749,Books,Amazon,4,247.05,2024-05-05,Delivered,State-22
AMA-460304,Fashion,Amazon,4,491.94,2024-05-06,In Transit,State-30
AMA-462869,Accessories,Amazon,4,463.69,2024-05-07,Cancelled,State-16
AMA-214016,Electronics,Amazon,8,560.40,2024-05-08,Delivered,State-6
AMA-304688,Accessories,Amazon,2,207.15,2024-05-09,In Transit,State-6
AMA-566816,Books,Amazon,2,365.56,2024-05-10,In Transit,State-10
AMA-840078,Electronics,Amazon,4,704.08,2024-05-11,Delivered,State-6
AMA-233986,Books,Amazon,2,540.65,2024-05-12,Cancelled,State-5
AMA-506748,Electronics,Amazon,3,660.76,2024-05-13,Cancelled,State-24
AMA-165333,Fashion,Amazon,6,980.18,2024-05-14,Delivered,State-30
AMA-862365,Books,Amazon,9,382.63,2024-05-15,In Transit,State-7
AMA-973896,Accessories,Amazon,7,313.93,2024-05-16,Delivered,State-25
AMA-821094,Electronics,Amazon,9,648.73,2024-05-17,In Transit,State-29
AMA-681334,Accessories,Amazon,8,625.77,2024-05-18,Delivered,State-16
AMA-367778,Books,Amazon,2,434.48,2024-05-19,Delivered,State-30
AMA-985683,Electronics,Amazon,2,822.77,2024-05-20,In Transit,State-17
AMA-694258,Fashion,Amazon,1,757.41,2024-05-21,In Transit,State-13
AMA-595201,Accessories,Amazon,1,623.01,2024-05-22,Delivered,State-3
AMA-534353,Accessories,Amazon,4,747.52,2024-05-23,Delivered,State-28
AMA-892157,Accessories,Amazon,8,536.81,2024-05-24,In Transit,State-25
AMA-470634,Books,Amazon,8,606.74,2024-05-25,Delivered,State-17
AMA-573812,Fashion,Amazon,1,150.95,2024-05-26,In Transit,State-10
AMA-263803,Electronics,Amazon,8,121.79,2024-05-27,Cancelled,State-12
AMA-579825,Fashion,Amazon,1,517.84,2024-05-28,In Transit,State-13
AMA-803130,Fashion,Amazon,7,174.09,2024-05-29,Delivered,State-20
AMA-960689,Fashion,Amazon,9,969.62,2024-05-30,Cancelled,State-27
AMA-686122,Electronics,Amazon,1,799.06,2024-05-31,Cancelled,State-13
AMA-123339,Electronics,Amazon,8,757.94,2024-06-01,Delivered,State-15
AMA-752443,Electronics,Amazon,8,179.10,2024-06-02,Delivered,State-22
AMA-923782,Books,Amazon,2,706.93,2024-06-03,Delivered,State-21
AMA-474155,Accessories,Amazon,8,875.63,2024-06-04,Delivered,State-15
AMA-531245,Fashion,Amazon,4,256.32,2024-06-05,Delivered,State-22
AMA-131351,Books,Amazon,3,744.06,2024-06-06,In Transit,State-7
AMA-867457,Electronics,Amazon,6,688.30,2024-06-07,Cancelled,State-24
AMA-321398,Electronics,Amazon,2,633.55,2024-06-08,In Transit,State-28
AMA-474825,Accessories,Amazon,2,103.72,2024-06-09,Delivered,State-9
AMA-642237,Electronics,Amazon,10,305.56,2024-06-10,Delivered,State-22
AMA-142694,Books,Amazon,8,205.40,2024-06-11,Cancelled,State-27
AMA-358922,Accessories,Amazon,6,155.61,2024-06-12,Delivered,State-2
AMA-685350,Electronics,Amazon,10,226.93,2024-06-13,Delivered,State-13
AMA-401455,Electronics,Amazon,6,229.55,2024-06-14,In Transit,State-28
AMA-144264,Accessories,Amazon,4,886.39,2024-06-15,In Transit,State-14
AMA-681405,Accessories,Amazon,3,899.50,2024-06-16,Cancelled,State-28
AMA-257719,Fashion,Amazon,9,627.48,2024-06-17,Delivered,State-27
AMA-777295,Electronics,Amazon,6,375.04,2024-06-18,In Transit,State-27
AMA-517962,Fashion,Amazon,7,735.06,2024-06-19,In Transit,State-25
AMA-789808,Accessories,Amazon,9,807.53,2024-06-20,Delivered,State-18
AMA-213308,Fashion,Amazon,5,702.36,2024-06-21,Delivered,State-10
AMA-121357,Books,Amazon,1,909.55,2024-06-22,Cancelled,State-13
AMA-573934,Fashion,Amazon,6,206.74,2024-06-23,Delivered,State-17
AMA-153084,Books,Amazon,4,277.44,2024-06-24,In Transit,State-9
AMA-518164,Accessories,Amazon,2,246.89,2024-06-25,Cancelled,State-21
AMA-322873,Accessories,Amazon,6,837.77,2024-06-26,In Transit,State-29
AMA-390091,Books,Amazon,1,634.47,2024-06-27,In Transit,State-17
AMA-822104,Fashion,Amazon,10,484.01,2024-06-28,In Transit,State-27
AMA-171909,Accessories,Amazon,7,340.05,2024-06-29,In Transit,State-18
AMA-972312,Electronics,Amazon,3,540.54,2024-06-30,Cancelled,State-5
AMA-572354,Books,Amazon,4,981.03,2024-07-01,Delivered,State-19
AMA-882677,Fashion,Amazon,5,304.75,2024-07-02,In Transit,State-20
AMA-923744,Accessories,Amazon,5,375.67,2024-07-03,Cancelled,State-4
AMA-566222,Electronics,Amazon,5,474.38,2024-07-04,Cancelled,State-22
AMA-566222,Electronics,Amazon,5,474.38,2024-07-04,Delivered,State-4
AMA-273478,Accessories,Amazon,5,758.00,2024-07-05,Delivered,State-11
AMA-774132,Books,Amazon,1,603.29,2024-07-06,Delivered,State-3
AMA-403330,Electronics,Amazon,3,949.20,2024-07-07,Delivered,State-9
AMA-102997,Books,Amazon,2,365.69,2024-07-08,Cancelled,State-11
AMA-625508,Books,Amazon,7,148.86,2024-07-09,In Transit,State-6
AMA-904711,Accessories,Amazon,9,918.06,2024-07-10,Cancelled,State-17
AMA-964991,Accessories,Amazon,6,216.29,2024-07-11,Delivered,State-26
AMA-784832,Fashion,Amazon,1,595.83,2024-07-12,Delivered,State-7
AMA-553701,Electronics,Amazon,2,268.90,2024-07-13,In Transit,State-9
AMA-250277,Fashion,Amazon,1,561.69,2024-07-14,Delivered,State-25
AMA-818017,Accessories,Amazon,1,148.68,2024-07-15,Cancelled,State-9
AMA-567094,Electronics,Amazon,8,975.83,2024-07-16,Delivered,State-12
AMA-513370,Fashion,Amazon,9,824.94,2024-07-17,Delivered,State-9
AMA-111870,Electronics,Amazon,5,713.63,2024-07-18,In Transit,State-6
AMA-855735,Accessories,Amazon,1,713.97,2024-07-19,In Transit,State-19
AMA-759971,Accessories,Amazon,6,146.12,2024-07-20,In Transit,State-5
AMA-870971,Electronics,Amazon,10,284.88,2024-07-21,In Transit,State-23
AMA-376128,Books,Amazon,6,866.42,2024-07-22,Delivered,State-21
AMA-348135,Fashion,Amazon,4,735.19,2024-07-23,Delivered,State-18
AMA-870963,Books,Amazon,8,699.11,2024-07-24,Delivered,State-8
AMA-527448,Books,Amazon,8,757.89,2024-07-25,Delivered,State-8
AMA-334207,Fashion,Amazon,5,869.32,2024-07-26,Cancelled,State-12
AMA-731881,Books,Amazon,10,502.67,2024-07-27,In Transit,State-4
AMA-186139,Accessories,Amazon,7,710.38,2024-07-28,Cancelled,State-4
AMA-595357,Books,Amazon,6,469.62,2024-07-29,Delivered,State-21
AMA-371443,Electronics,Amazon,3,796.17,2024-07-30,In Transit,State-18
AMA-482310,Electronics,Amazon,7,172.39,2024-07-31,In Transit,State-11
AMA-458263,Fashion,Amazon,9,180.04,2024-08-01,In Transit,State-26
AMA-197441,Fashion,Amazon,6,747.24,2024-08-02,In Transit,State-13
AMA-810706,Fashion,Amazon,7,514.88,2024-08-03,In Transit,State-9
AMA-907847,Accessories,Amazon,3,113.74,2024-08-04,In Transit,State-27
AMA-379356,Electronics,Amazon,7,943.68,2024-08-05,In Transit,State-6
AMA-207239,Electronics,Amazon,5,340.64,2024-08-06,Delivered,State-3
AMA-587858,Fashion,Amazon,3,487.49,2024-08-07,Cancelled,State-12
AMA-909066,Fashion,Amazon,7,328.05,2024-08-08,In Transit,State-28
AMA-845212,Books,Amazon,1,180.36,2024-08-09,Cancelled,State-17
AMA-886005,Accessories,Amazon,7,651.62,2024-08-10,In Transit,State-3
AMA-155757,Books,Amazon,10,137.15,2024-08-11,In Transit,State-28
AMA-320551,Accessories,Amazon,9,515.42,2024-08-12,Delivered,State-7
AMA-180479,Accessories,Amazon,5,437.17,2024-08-13,Delivered,State-20
AMA-534529,Accessories,Amazon,4,823.92,2024-08-14,Cancelled,State-4
AMA-696237,Accessories,Amazon,3,165.73,2024-08-15,Delivered,State-18
AMA-459687,Fashion,Amazon,2,946.61,2024-08-16,Delivered,State-20
AMA-637728,Books,Amazon,2,336.25,2024-08-17,Cancelled,State-14
AMA-532754,Electronics,Amazon,4,224.34,2024-08-18,Cancelled,State-14
AMA-823047,Accessories,Amazon,10,737.98,2024-08-19,In Transit,State-1
AMA-878486,Fashion,Amazon,4,754.42,2024-08-20,Cancelled,State-10
AMA-878486,Fashion,Amazon,4,754.42,2024-08-20,In Transit,State-4
AMA-198944,Books,Amazon,4,839.83,2024-08-21,Cancelled,State-19
AMA-727983,Accessories,Amazon,1,910.51,2024-08-22,Delivered,State-30
AMA-498351,Fashion,Amazon,3,908.33,2024-08-23,Cancelled,State-15
AMA-634413,Accessories,Amazon,1,638.65,2024-08-24,In Transit,State-17
AMA-809609,Fashion,Amazon,5,343.39,2024-08-25,Delivered,State-19
AMA-423572,Fashion,Amazon,6,540.73,2024-08-26,Cancelled,State-3
AMA-192857,Accessories,Amazon,3,956.01,2024-08-27,Delivered,State-3
AMA-121401,Books,Amazon,1,337.20,2024-08-28,In Transit,State-24
AMA-987147,Accessories,Amazon,10,629.29,2024-08-29,Delivered,State-9
AMA-666531,Electronics,Amazon,9,175.19,2024-08-30,Cancelled,State-4
AMA-529946,Accessories,Amazon,5,405.63,2024-08-31,Cancelled,State-21
AMA-770413,Electronics,Amazon,8,981.21,2024-09-01,In Transit,State-15
AMA-686848,Books,Amazon,10,233.82,2024-09-02,Cancelled,State-20
AMA-941416,Electronics,Amazon,6,599.86,2024-09-03,Delivered,State-21
AMA-336543,Fashion,Amazon,8,866.23,2024-09-04,Cancelled,State-21
AMA-172223,Books,Amazon,6,623.19,2024-09-05,Cancelled,State-23
AMA-618575,Fashion,Amazon,1,426.56,2024-09-06,Cancelled,State-28
AMA-202290,Fashion,Amazon,10,829.04,2024-09-07,In Transit,State-21
AMA-533742,Electronics,Amazon,6,365.82,2024-09-08,In Transit,State-17
AMA-780738,Accessories,Amazon,5,244.01,2024-09-09,Delivered,State-3
AMA-808988,Books,Amazon,4,820.18,2024-09-10,In Transit,State-5
AMA-365277,Accessories,Amazon,5,489.15,2024-09-11,In Transit,State-14
AMA-956316,Fashion,Amazon,6,190.93,2024-09-12,Cancelled,State-19
AMA-152675,Accessories,Amazon,2,820.63,2024-09-13,In Transit,State-19
AMA-191938,Electronics,Amazon,8,673.96,2024-09-14,In Transit,State-17
AMA-671711,Accessories,Amazon,1,433.59,2024-09-15,Cancelled,State-15
AMA-239862,Electronics,Amazon,4,725.44,2024-09-16,In Transit,State-11
AMA-919908,Fashion,Amazon,6,494.75,2024-09-17,In Transit,State-23
AMA-912666,Electronics,Amazon,7,344.88,2024-09-18,Cancelled,State-6
AMA-212285,Fashion,Amazon,5,819.15,2024-09-19,Cancelled,State-7
AMA-579536,Books,Amazon,10,830.02,2024-09-20,Delivered,State-13
AMA-303078,Electronics,Amazon,8,867.91,2024-09-21,Delivered,State-1
AMA-117942,Accessories,Amazon,1,350.16,2024-09-22,Cancelled,State-3
AMA-500737,Books,Amazon,5,650.35,2024-09-23,Cancelled,State-3
AMA-920255,Fashion,Amazon,5,574.21,2024-09-24,In Transit,State-18
AMA-871112,Fashion,Amazon,7,438.05,2024-09-25,Cancelled,State-13
AMA-384463,Accessories,Amazon,2,785.53,2024-09-26,In Transit,State-11
AMA-483810,Books,Amazon,8,589.63,2024-09-27,Cancelled,State-18
AMA-878201,Electronics,Amazon,2,413.92,2024-09-28,Cancelled,State-29
AMA-652158,Books,Amazon,4,248.05,2024-09-29,Delivered,State-27
AMA-819649,Electronics,Amazon,7,709.79,2024-09-30,Delivered,State-13
AMA-796453,Electronics,Amazon,6,656.86,2024-10-01,Delivered,State-16
AMA-425165,Accessories,Amazon,4,412.85,2024-10-02,Cancelled,State-20
AMA-826425,Books,Amazon,3,325.96,2024-10-03,Delivered,State-17
AMA-307635,Electronics,Amazon,5,355.47,2024-10-04,In Transit,State-8
AMA-806694,Fashion,Amazon,4,512.65,2024-10-05,Cancelled,State-17
AMA-202584,Fashion,Amazon,7,379.42,2024-10-06,Delivered,State-2
AMA-129798,Fashion,Amazon,10,886.56,2024-10-07,Cancelled,State-21
AMA-171230,Accessories,Amazon,7,693.05,2024-10-08,Cancelled,State-29
AMA-244757,Accessories,Amazon,7,765.74,2024-10-09,Delivered,State-13
AMA-561681,Books,Amazon,8,756.89,2024-10-10,In Transit,State-24
AMA-700791,Accessories,Amazon,4,501.31,2024-10-11,Cancelled,State-14
AMA-559886,Fashion,Amazon,4,287.35,2024-10-12,In Transit,State-6
AMA-688342,Books,Amazon,6,695.91,2024-10-13,Cancelled,State-18
AMA-966883,Books,Amazon,5,224.32,2024-10-14,Delivered,State-12
AMA-840709,Accessories,Amazon,6,314.95,2024-10-15,In Transit,State-1
AMA-264350,Books,Amazon,10,500.64,2024-10-16,Cancelled,State-3
AMA-252839,Electronics,Amazon,7,477.61,2024-10-17,In Transit,State-28
AMA-193031,Books,Amazon,4,622.72,2024-10-18,Delivered,State-8
AMA-635309,Fashion,Amazon,9,329.40,2024-10-19,Delivered,State-23
AMA-359115,Accessories,Amazon,1,991.83,2024-10-20,In Transit,State-27
AMA-446520,Electronics,Amazon,5,185.03,2024-10-21,In Transit,State-29
AMA-555498,Electronics,Amazon,1,250.57,2024-10-22,In Transit,State-21
AMA-548419,Accessories,Amazon,9,475.94,2024-10-23,Delivered,State-24
AMA-315078,Accessories,Amazon,1,449.64,2024-10-24,Cancelled,State-13
AMA-497875,Electronics,Amazon,4,811.53,2024-10-25,Delivered,State-26
AMA-762134,Fashion,Amazon,5,503.45,2024-10-26,Cancelled,State-21
AMA-207366,Electronics,Amazon,6,499.20,2024-10-27,Cancelled,State-17
AMA-208262,Accessories,Amazon,5,386.37,2024-10-28,In Transit,State-4
